2.037893789999999967e+02	4.103867000000000331e+01	6.588200000000000000e+04	2.196066667000000083e-01	8.002975323497770432e+02
2.038797869999999932e+02	4.100439099999999826e+01	6.599400000000000000e+04	2.199800000000000089e-01	5.722986404722831821e+02
2.038273869999999874e+02	4.105627100000000240e+01	6.626400000000000000e+04	2.208799999999999930e-01	7.607160496443890452e+02
2.038242960000000039e+02	4.097198099999999954e+01	6.637000000000000000e+04	2.212333333000000013e-01	3.936403925640137231e+02
2.038343370000000050e+02	4.101386999999999716e+01	6.657300000000000000e+04	2.219099999999999961e-01	1.933943169027747331e+02
2.037433169999999905e+02	4.110211900000000185e+01	6.677300000000000000e+04	2.225766667000000087e-01	1.811808493448563695e+03
2.038238249999999994e+02	4.112643800000000027e+01	6.683100000000000000e+04	2.227699999999999958e-01	1.686657901146169479e+03
2.036686119999999960e+02	4.099605900000000247e+01	6.686900000000000000e+04	2.228966666999999957e-01	2.187308325721334768e+03
2.037448750000000075e+02	4.104425100000000270e+01	6.710000000000000000e+04	2.236666666999999886e-01	1.326758183540210894e+03
2.038916169999999966e+02	4.101776900000000126e+01	6.714100000000000000e+04	2.238033332999999903e-01	7.617892007919059552e+02
2.037905079999999884e+02	4.101762000000000086e+01	6.716700000000000000e+04	2.238900000000000057e-01	6.422897630055857690e+02
2.038207749999999976e+02	4.100986900000000190e+01	6.718800000000000000e+04	2.239599999999999924e-01	2.444344165640615358e+02
2.039281499999999880e+02	4.099523899999999799e+01	6.722200000000000000e+04	2.240733333000000105e-01	1.201195965213318004e+03
2.038663540000000012e+02	4.103773100000000085e+01	6.731100000000000000e+04	2.243700000000000139e-01	6.410126680139658220e+02
2.036936619999999891e+02	4.098838099999999685e+01	6.744600000000000000e+04	2.248199999999999921e-01	1.866752136263978855e+03
2.038198040000000049e+02	4.099684899999999743e+01	6.746900000000000000e+04	2.248966666999999975e-01	2.164788016796931345e+02
2.037142169999999908e+02	4.106346899999999778e+01	6.759700000000000000e+04	2.253233333000000116e-01	1.794626670580546715e+03
2.037179959999999994e+02	4.101214999999999833e+01	6.765000000000000000e+04	2.255000000000000060e-01	1.549711454204450320e+03
2.039997329999999920e+02	4.097486099999999709e+01	6.768300000000000000e+04	2.256100000000000050e-01	2.161723748093943868e+03
2.037623710000000017e+02	4.103205100000000272e+01	6.783800000000000000e+04	2.261266667000000063e-01	1.053187637572941412e+03
2.038187869999999862e+02	4.103562199999999649e+01	6.784600000000000000e+04	2.261533333000000090e-01	5.300634986031365088e+02
2.037533870000000036e+02	4.115103899999999726e+01	6.792300000000000000e+04	2.264100000000000001e-01	2.268587144724733207e+03
2.037901620000000094e+02	4.098812900000000070e+01	6.802800000000000000e+04	2.267599999999999894e-01	6.191454678352786232e+02
2.037141459999999995e+02	4.097935900000000231e+01	6.804100000000000000e+04	2.268033332999999929e-01	1.616463513802926173e+03
2.037959869999999967e+02	4.096643100000000004e+01	6.807200000000000000e+04	2.269066667000000093e-01	6.824334839445835996e+02
2.038953080000000000e+02	4.099399900000000230e+01	6.815500000000000000e+04	2.271833333000000121e-01	7.746820405799159062e+02
2.039061370000000011e+02	4.096699900000000127e+01	6.817700000000000000e+04	2.272566666999999985e-01	1.009534277506682429e+03
2.039649870000000078e+02	4.109651900000000069e+01	6.834300000000000000e+04	2.278100000000000125e-01	2.101956827568048084e+03
2.039951829999999973e+02	4.104332000000000136e+01	6.850100000000000000e+04	2.283366666999999961e-01	2.146183125677826411e+03
2.039040170000000103e+02	4.086579900000000265e+01	6.850600000000000000e+04	2.283533332999999887e-01	1.976896922925750914e+03
2.038751499999999908e+02	4.099319799999999958e+01	6.851900000000000000e+04	2.283966667000000006e-01	5.148434303266460574e+02
2.036827169999999967e+02	4.105197100000000177e+01	6.854200000000000000e+04	2.284733332999999977e-01	2.110704970445183335e+03
2.038828330000000051e+02	4.097784099999999796e+01	6.864900000000000000e+04	2.288300000000000056e-01	6.723694641019553728e+02
2.037190539999999999e+02	4.107643900000000059e+01	6.869400000000000000e+04	2.289799999999999891e-01	1.827443669906017476e+03
2.038235249999999894e+02	4.100928900000000255e+01	6.870900000000000000e+04	2.290300000000000114e-01	2.110677347111923439e+02
2.038995999999999924e+02	4.088925900000000269e+01	6.872200000000000000e+04	2.290733332999999872e-01	1.675998268447360715e+03
2.038844919999999945e+02	4.103146000000000271e+01	6.872700000000000000e+04	2.290899999999999881e-01	7.581221433621376491e+02
2.039537119999999959e+02	4.093577899999999659e+01	6.880700000000000000e+04	2.293566666999999892e-01	1.753964231736647889e+03
2.038547499999999957e+02	4.096567199999999787e+01	6.888900000000000000e+04	2.296300000000000008e-01	5.067741964719315888e+02
2.039447169999999971e+02	4.100669899999999757e+01	6.889600000000000000e+04	2.296533333000000121e-01	1.418188394422050806e+03
2.039180670000000077e+02	4.113534200000000141e+01	6.899900000000000000e+04	2.299966666999999909e-01	2.082581872088610453e+03
2.039058620000000133e+02	4.097838999999999743e+01	6.902600000000000000e+04	2.300866666999999977e-01	9.514520697827982758e+02
2.039496790000000033e+02	4.102040099999999967e+01	6.904200000000000000e+04	2.301400000000000112e-01	1.503778472184001885e+03
2.037874459999999885e+02	4.103573999999999700e+01	6.908400000000000000e+04	2.302800000000000125e-01	7.957394158963427344e+02
