2	93.79	3.23
4	87.38	1.99
6	75.05	1.65
8	64.63	1.51
10	50.16	1.39
12	40.56	1.33
14	28.15	1.28
16	24.53	1.26
18	22.47	1.25
20	20.83	1.24
22	18.98	1.23
24	17.33	1.23
26	15.69	1.22
28	14.07	1.22
30	12.72	1.22
34	10.64	1.21
38	8.57	1.20
42	6.66	1.20
46	5.43	1.20
50	4.34	1.20
54	3.42	1.20
58	2.60	1.20
